timestamp,center_latitude,center_longitude
2024-11-06T16:06:55.677807,37.77503625,-122.41949500000001
2024-11-06T16:06:57.681473,37.774910500000004,-122.41964125
2024-11-06T16:06:59.685115,37.77475575,-122.419718
2024-11-06T16:07:01.689990,37.77470825,-122.41970925
2024-11-06T16:07:03.694171,37.77464275,-122.41976625000001
2024-11-06T16:07:05.725880,37.774711,-122.41976350000002
2024-11-06T16:07:07.729845,37.774679,-122.41978025
2024-11-06T16:07:09.734320,37.7748225,-122.41975125
2024-11-06T16:07:11.739305,37.77489875,-122.41960599999999
2024-11-06T16:07:13.743035,37.77488025,-122.41964275000001
2024-11-06T16:07:15.746230,37.775026749999995,-122.4198435
2024-11-06T16:07:17.750750,37.77514875,-122.420049
2024-11-06T16:07:19.755115,37.775296499999996,-122.42000175
2024-11-06T16:07:21.836353,37.775296,-122.41997549999999
2024-11-06T16:07:23.880911,37.77525775,-122.41990075
2024-11-06T16:07:25.906381,37.775298750000005,-122.42002249999999
2024-11-06T16:07:28.331786,37.7752794,-122.4199736
2024-11-06T16:07:30.358216,37.775411250000005,-122.4199555
2024-11-06T16:07:32.374181,37.77546875,-122.42003225
2024-11-06T16:07:34.379424,37.77551125,-122.42001925000001
2024-11-06T16:07:36.382170,37.775399500000006,-122.42006749999999
2024-11-06T16:07:38.387485,37.77543625,-122.42017225000001
2024-11-06T16:07:40.393053,37.77548675,-122.420184
2024-11-06T16:07:42.397520,37.77530525,-122.4201905
2024-11-06T16:07:44.410941,37.77534475,-122.420161
2024-11-06T16:07:46.427577,37.7752965,-122.42018825
2024-11-06T16:07:48.443367,37.77531,-122.42009975
2024-11-06T16:07:50.493171,37.775251749999995,-122.420194
2024-11-06T16:07:52.777224,37.775231000000005,-122.420234
2024-11-06T16:07:54.858713,37.7751005,-122.42025175
2024-11-06T16:07:56.876538,37.77520125,-122.4203395
2024-11-06T16:07:58.910645,37.77509675,-122.42038925
2024-11-06T16:08:00.916113,37.7749185,-122.42032725
2024-11-06T16:08:02.923855,37.7748695,-122.42018775
2024-11-06T16:08:04.925310,37.77488199999999,-122.42014450000002
2024-11-06T16:08:06.929762,37.774837000000005,-122.41998000000001
2024-11-06T16:08:08.943852,37.774854250000004,-122.41977
2024-11-06T16:08:10.965242,37.774874,-122.419875
2024-11-06T16:08:12.986672,37.77475775,-122.41993275
2024-11-06T16:08:15.000268,37.77474075,-122.42008349999999
2024-11-06T16:08:17.033874,37.7749455,-122.42007675000002
2024-11-06T16:08:19.076869,37.775026499999996,-122.420023
2024-11-06T16:08:21.080715,37.77496525,-122.4201715
2024-11-06T16:08:23.084953,37.7748475,-122.420275
2024-11-06T16:08:25.089860,37.7748065,-122.42030775
2024-11-06T16:08:27.094728,37.77497100000001,-122.42026200000001
2024-11-06T16:08:29.099203,37.77493525,-122.420303
2024-11-06T16:08:31.113980,37.775045500000004,-122.42029075
2024-11-06T16:08:33.141701,37.775169000000005,-122.4201915
2024-11-06T16:08:35.162446,37.77510125,-122.42030975
2024-11-06T16:08:37.302870,37.775020749999996,-122.4202105
2024-11-06T16:08:39.315639,37.774964,-122.42015325
2024-11-06T16:08:41.326770,37.7750285,-122.42014775000001
2024-11-06T16:08:43.330247,37.775025,-122.42027375
2024-11-06T16:08:45.335631,37.774829499999996,-122.420298
2024-11-06T16:08:47.339841,37.774938,-122.420386
2024-11-06T16:08:49.343256,37.77512225,-122.4203545
2024-11-06T16:08:51.358335,37.77524475,-122.42037024999999
2024-11-06T16:08:53.395201,37.7753825,-122.4203565
2024-11-06T16:08:55.430510,37.775383000000005,-122.42030349999999
2024-11-06T16:08:57.482913,37.775444500000006,-122.42052625
2024-11-06T16:08:59.511969,37.77546375,-122.42054375000001
2024-11-06T16:09:01.533057,37.775444,-122.42044580000001
2024-11-06T16:09:03.545435,37.775451000000004,-122.42027475
2024-11-06T16:09:05.548315,37.775535500000004,-122.42028975
2024-11-06T16:09:07.552025,37.77561525,-122.4201705
2024-11-06T16:09:09.556076,37.77576275,-122.42032925
2024-11-06T16:09:11.559362,37.775859249999996,-122.420478
2024-11-06T16:09:13.562972,37.77594333333333,-122.420654
2024-11-06T16:09:15.575293,37.77601425,-122.42057600000001
