timestamp,center_latitude,center_longitude
2024-11-06T15:00:16.049910,37.774982800000004,-122.41944879999998
2024-11-06T15:00:19.174790,37.775022166666666,-122.41958866666666
2024-11-06T15:00:22.189518,37.775055,-122.41959883333334
2024-11-06T15:00:25.541457,37.775059428571424,-122.41958028571428
2024-11-06T15:00:29.094626,37.775307,-122.41957342857143
2024-11-06T15:00:33.365622,37.77530711111112,-122.41959166666668
2024-11-06T15:00:39.283003,37.775295416666665,-122.41965116666667
2024-11-06T15:00:48.519995,37.77546044444445,-122.41943405555558
2024-11-06T15:05:03.924243,37.7748754,-122.4194462
2024-11-06T15:05:07.081846,37.77476883333333,-122.41954083333333
2024-11-06T15:05:10.174855,37.77488557142857,-122.41952685714287
2024-11-06T15:05:13.478668,37.77498033333333,-122.41938599999999
2024-11-06T15:05:17.480634,37.775029124999996,-122.41946699999998
2024-11-06T15:05:21.740605,37.77517566666667,-122.41933422222223
2024-11-06T15:05:30.592817,37.77536229411765,-122.41911452941176
2024-11-06T15:05:40.284666,37.775412700000004,-122.41891010000006
2024-11-06T15:05:55.726267,37.775345099999996,-122.41887629999998
2024-11-06T15:10:29.142475,37.77501375,-122.41938875
2024-11-06T15:10:32.263937,37.775085,-122.41937085714287
2024-11-06T15:10:35.430039,37.774968333333334,-122.41932849999999
2024-11-06T15:10:38.654137,37.77488133333333,-122.41911649999999
2024-11-06T15:10:42.571150,37.774817375,-122.41911350000001
2024-11-06T15:10:46.844776,37.77492677777778,-122.41900933333334
2024-11-06T15:10:52.788127,37.77486133333333,-122.41899900000003
2024-11-06T15:12:21.896425,37.7749814,-122.41944600000002
2024-11-06T15:21:07.551263,37.77492425,-122.41944125
2024-11-06T15:21:09.563384,37.774904500000005,-122.41945774999999
2024-11-06T15:21:11.568784,37.774897749999994,-122.41942574999999
2024-11-06T15:21:13.576247,37.774845,-122.419296
2024-11-06T15:21:15.605079,37.7749295,-122.41929350000001
2024-11-06T15:21:17.609947,37.774987,-122.41929300000001
2024-11-06T15:21:19.618578,37.7750425,-122.41938275
2024-11-06T15:21:21.627997,37.774963,-122.41943375
2024-11-06T15:21:23.635437,37.774938250000005,-122.41930174999999
